ID,Timestamp,Entity Type,Entity ID,Action,User ID,Severity,Category,IP Address
4967400d-b7c1-4d47-a149-70e0caef0c2c,2025-08-26T18:24:38.000Z,admin_action,d0bbc57a-a6da-498d-8de1-a4c1615129a2,create,,low,compliance,
6322a95f-17c1-443e-8bff-01769cdd2880,2025-08-26T18:24:38.000Z,parent,report-test-2,consent_given,report-user,high,consent_management,
99e19497-1903-4311-b7a0-4f87e58098b6,2025-08-26T18:24:38.000Z,student,report-test-0,read,report-user,low,data_access,
9aadd023-f47e-42ca-8283-5ec146a28bdc,2025-08-26T18:24:38.000Z,user_session,report-test-4,access_denied,report-user,critical,security,
9e2900d6-ac4b-4812-aca0-01d3126d5517,2025-08-26T18:24:38.000Z,gdpr_request,report-test-3,export,report-user,high,data_access,
f5e33a2f-7b4b-41d8-ae1b-dc5a4cfa413e,2025-08-26T18:24:38.000Z,student,report-test-1,update,report-user,medium,data_modification,
1d436e05-6173-4bf9-9e39-432aa3c61016,2025-08-26T18:24:37.000Z,admin_action,f6eb1d27-d0b4-4629-8776-d0b470860ff8,create,,low,compliance,
0fc58881-de1a-475f-b250-035cf3173937,2025-08-26T18:23:27.000Z,student,anonymize-test-student-456,read,,medium,data_access,
11e399c0-acc3-4aa1-9bd4-17c8b87ce6f9,2025-08-26T18:23:27.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
22bcc1c2-3083-4c49-8415-ab40af11ebd7,2025-08-26T18:23:27.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
843018b2-67b2-49e1-849f-d58cc004b810,2025-08-26T18:23:27.000Z,student,gdpr-test-student-123,read,,medium,data_access,
397b786f-1fdc-4730-8e3a-2591260927bc,2025-08-26T18:23:26.000Z,admin_action,81059b44-2751-444f-95f1-ca269d09f6f8,create,,low,compliance,
41e09d30-944c-4b7d-9155-ca8325a65a49,2025-08-26T18:23:26.000Z,student,gdpr-test-student-123,read,,medium,data_access,
6ea70640-57e3-4236-bddf-e9a6b62b85c2,2025-08-26T18:23:26.000Z,admin_action,f3facacd-27ae-4065-ae8e-69a81fb8c3bd,create,,low,compliance,
7b66ea0a-c1ec-4374-8b04-6ff9d0578148,2025-08-26T18:23:26.000Z,admin_action,0e41bf95-8430-4e31-80fb-fd46fb5e8bfc,create,,low,compliance,
a0293502-4cce-4de3-a312-c36c74acd450,2025-08-26T18:23:26.000Z,student,gdpr-test-student-123,read,,medium,data_access,
a80c81e3-b693-4671-abb7-da58934e0046,2025-08-26T18:23:26.000Z,admin_action,57e105c2-68a5-4504-b8c9-72b5890ec1a2,create,,low,compliance,
066e5bbd-ed9d-4598-ba29-02e69aa60a28,2025-08-26T18:22:16.000Z,student,anonymize-test-student-456,read,,medium,data_access,
70d92d21-b8de-4b58-ad70-7413fef55651,2025-08-26T18:22:16.000Z,student,gdpr-test-student-123,read,,medium,data_access,
7ce7b747-7689-4286-9d63-091da4f52ad2,2025-08-26T18:22:16.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
7d652dd0-d0d0-4bb4-a2af-99d317c6c4b7,2025-08-26T18:22:16.000Z,student,gdpr-test-student-123,read,,medium,data_access,
83e61b2e-64cd-4363-96ea-5e07382fbdb3,2025-08-26T18:22:16.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
5709e9b2-f34a-4222-ac92-47917c92f070,2025-08-26T18:22:15.000Z,admin_action,35b6afca-b0c2-4640-8e57-0b30fb935a93,create,,low,compliance,
66c59cdb-4092-44a3-a2ac-0891c44aabbf,2025-08-26T18:22:15.000Z,admin_action,1be0e0db-c9af-4d9c-81e0-b15118116d22,create,,low,compliance,
84cde082-5caf-42e8-a5e1-1217ff39e6e7,2025-08-26T18:22:15.000Z,student,gdpr-test-student-123,read,,medium,data_access,
e9025642-7d21-4dc5-b780-d79a0e3a9963,2025-08-26T18:22:15.000Z,admin_action,bfc372d0-b0d4-422b-8c1e-95e639d464b8,create,,low,compliance,
ff5ed937-ae1f-48e3-a9e5-3d672bfd53ec,2025-08-26T18:22:15.000Z,admin_action,5e7725b0-4361-42a1-9b37-b9014c9525fa,create,,low,compliance,
1b01ccbd-51a4-4183-8f32-37aa9438cd91,2025-08-26T18:14:51.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
347f7601-7a2a-4979-b464-7378701b4c5f,2025-08-26T18:14:51.000Z,student,anonymize-test-student-456,read,,medium,data_access,
3d933066-1d6e-4299-be6d-36b7db222039,2025-08-26T18:14:51.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
387569d5-16f9-423f-b93e-5c69e64d52e9,2025-08-26T18:14:50.000Z,student,gdpr-test-student-123,read,,medium,data_access,
7586e49f-d2b1-415a-a160-ec9103d77fb4,2025-08-26T18:14:50.000Z,admin_action,c3bf6440-2271-4d8f-820f-96cedacfdb31,create,,low,compliance,
79bb2f35-9106-4518-b498-6404eb7182bb,2025-08-26T18:14:50.000Z,student,gdpr-test-student-123,read,,medium,data_access,
8f5c940c-4e59-40c0-a204-7f79873935eb,2025-08-26T18:14:50.000Z,admin_action,96d8b5db-59ca-476a-a465-8d3f450fe014,create,,low,compliance,
a859d12e-f25d-4609-8ad2-415fc56c7789,2025-08-26T18:14:50.000Z,admin_action,4ac5db0d-af6e-4d4f-a7f4-4c267bb9ab71,create,,low,compliance,
ec3b6554-9f87-4284-bc36-42f0266bf2d7,2025-08-26T18:14:50.000Z,admin_action,2604b8c9-3eea-4b25-89eb-7da809df0e35,create,,low,compliance,
fb2b8c5b-d040-4690-9484-35564fa9a006,2025-08-26T18:14:50.000Z,student,gdpr-test-student-123,read,,medium,data_access,
0fb7c7c3-70b3-425a-82ce-bd093237d8aa,2025-08-26T18:06:21.000Z,student,gdpr-test-student-123,read,,medium,data_access,
1785baf9-4703-4055-a001-9b67e593862d,2025-08-26T18:06:21.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
228b40ab-1aa9-4194-9e6c-a69a9286630e,2025-08-26T18:06:21.000Z,student,anonymize-test-student-456,read,,medium,data_access,
53135bea-e81b-4ef3-96c2-aefc71dbeae5,2025-08-26T18:06:21.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
57e7d06f-0949-4c42-a081-047414892f1e,2025-08-26T18:06:21.000Z,admin_action,69cc592c-ae00-40cd-901a-28cd5eac49c1,create,,low,compliance,
689d5ae1-f677-49c3-8adf-9b45be432893,2025-08-26T18:06:21.000Z,student,gdpr-test-student-123,read,,medium,data_access,
ce7aede3-7ca0-47c2-a275-f7c95885f5c1,2025-08-26T18:06:21.000Z,student,gdpr-test-student-123,read,,medium,data_access,
088ee9ec-2991-4661-8b99-562cc943a7a1,2025-08-26T18:06:20.000Z,admin_action,28472206-71fc-431b-834d-f35f2dfbd0dd,create,,low,compliance,
560c4144-2f12-48d3-8eb8-c6205b4facb2,2025-08-26T18:06:20.000Z,admin_action,264445d1-9699-432d-aca6-940158a44e08,create,,low,compliance,
5e417d83-0510-4ceb-a6b9-12e62d9d5bb5,2025-08-26T18:06:20.000Z,admin_action,ff6d64e0-b027-43b6-b053-cf4611b0974f,create,,low,compliance,
0a86af9f-5a0b-4059-a030-5be5dfb5361d,2025-08-26T17:57:04.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
3e0f5519-7281-4747-a23d-23adf1ca187e,2025-08-26T17:57:04.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
7eae3776-039a-48e4-bee0-24814d05b1bc,2025-08-26T17:57:04.000Z,student,anonymize-test-student-456,read,,medium,data_access,
100d43a6-3f5e-4f70-b741-53c0b4e06f0c,2025-08-26T17:57:03.000Z,student,gdpr-test-student-123,read,,medium,data_access,
18278784-e795-4229-abae-e13e641338a1,2025-08-26T17:57:03.000Z,student,gdpr-test-student-123,read,,medium,data_access,
344d0ae8-8a5e-435e-b24c-3788445ff6bd,2025-08-26T17:57:03.000Z,student,gdpr-test-student-123,read,,medium,data_access,
8c4bbc47-f1ef-4957-b292-28a6402d81ec,2025-08-26T17:57:03.000Z,admin_action,8940a806-796a-4da1-8fe9-98cc187b685e,create,,low,compliance,
9f5e7fc3-c34c-48e8-96de-27dcc4576414,2025-08-26T17:57:03.000Z,admin_action,7afdcd0b-89dc-4604-96a1-7427d1779540,create,,low,compliance,
0f5c53cb-3f9a-4d0c-8c92-aa855891b7e0,2025-08-26T17:57:02.000Z,admin_action,f038d791-6e4e-4d90-94e1-fd81103619d2,create,,low,compliance,
3df722fb-9e39-4250-8f7d-89059705ebd9,2025-08-26T17:57:02.000Z,admin_action,45eec6bb-6267-4f1e-940c-27cbfbce5350,create,,low,compliance,
9865d613-5075-4d0b-b392-9650a5de7734,2025-08-26T14:20:30.000Z,student,anonymize-test-student-456,anonymize,,high,compliance,
